"file","date","display_name","url","identity","canonical"
"2020-12-14-2020-50.md","2020-12-14","Eric Nantz","https://twitter.com/theRcast","twitter:thercast","Eric Nantz"
"2020-12-21-2020-51.md","2020-12-21","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2020-12-28-2020-52.md","2020-12-28","Wolfram King",NA,"name:wolfram king","Wolfram Qin"
"2021-01-04-2021-W01.md","2021-01-04","Wolfram King",NA,"name:wolfram king","Wolfram Qin"
"2021-01-11-2021-W02.md","2021-01-11","Batool Almarzouq",NA,"name:batool almarzouq","Batool Almarzouq"
"2021-01-18-2021-W03.md","2021-01-18","Wolfram King",NA,"name:wolfram king","Wolfram Qin"
"2021-01-25-2021-W04.md","2021-01-25","Colin Fay","https://colinfay.me/","host:colinfay.me","Colin Fay"
"2021-02-01-2021-W05.md","2021-02-01","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2021-02-08-2021-W06.md","2021-02-08","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2021-02-15-2021-W07.md","2021-02-15","Jonathan Carroll","https://twitter.com/carroll_jono","twitter:carroll_jono","Jonathan Carroll"
"2021-02-22-2021-W08.md","2021-02-22","Eric Nantz","https://twitter.com/thercast","twitter:thercast","Eric Nantz"
"2021-03-01-2021-W09.md","2021-03-01","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2021-03-08-2021-W10.md","2021-03-08","Kelly Bodwin","www.twitter.com/KellyBodwin","twitter:kellybodwin","Kelly Bodwin"
"2021-03-15-2021-W11.md","2021-03-15","Robert Hickman","https://twitter.com/robwhickman","twitter:robwhickman","Robert Hickman"
"2021-03-22-2021-W12.md","2021-03-22","Miles McBain","https://twitter.com/milesmcbain","twitter:milesmcbain","Miles McBain"
"2021-03-29-2021-W13.md","2021-03-29","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2021-04-05-2021-W14.md","2021-04-05","Robert Hickman","https://twitter.com/robwhickman?lang=en","twitter:robwhickman","Robert Hickman"
"2021-04-12-2021-W15.md","2021-04-12","Colin Fay","https://colinfay.me","host:colinfay.me","Colin Fay"
"2021-04-19-2021-W16.md","2021-04-19","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2021-04-26-2021-W17.md","2021-04-26","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2021-05-03-2021-W18.md","2021-05-03","Jonathan Carroll","https://twitter.com/carroll_jono","twitter:carroll_jono","Jonathan Carroll"
"2021-05-10-2021-W19.md","2021-05-10","Eric Nantz","https://twitter.com/thercast","twitter:thercast","Eric Nantz"
"2021-05-17-2021-W20.md","2021-05-17","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2021-05-24-2021-W21.md","2021-05-24","Kelly Bodwin","www.twitter.com/kellybodwin","twitter:kellybodwin","Kelly Bodwin"
"2021-05-31-2021-W22.md","2021-05-31","Wolfram Qin",NA,"name:wolfram qin","Wolfram Qin"
"2021-06-07-2021-W23.md","2021-06-07","Miles McBain","https://milesmcbain.com","host:milesmcbain.com","Miles McBain"
"2021-06-07-2021-W24.md","2021-06-07","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2021-06-21-2021-W25.md","2021-06-21","Robert Hickman","https://twitter.com/robwhickman","twitter:robwhickman","Robert Hickman"
"2021-06-28-2021-W26.md","2021-06-28","Colin Fay","https://colinfay.me","host:colinfay.me","Colin Fay"
"2021-07-05-2021-W27.md","2021-07-05","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2021-07-05-2021-W28.md","2021-07-05","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2021-07-20-2021-W29.md","2021-07-20","Jonathan Carroll","https://twitter.com/carroll_jono","twitter:carroll_jono","Jonathan Carroll"
"2021-07-27-2021-W30.md","2021-07-27","Eric Nantz","https://twitter.com/thercast","twitter:thercast","Eric Nantz"
"2021-08-09-2021-W32.md","2021-08-09","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2021-08-16-2021-W33.md","2021-08-16","Wolfram Qin",NA,"name:wolfram qin","Wolfram Qin"
"2021-08-23-2021-W34.md","2021-08-23","Miles McBain","https://milesmcbain.com","host:milesmcbain.com","Miles McBain"
"2021-08-23-2021-W35.md","2021-08-23","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2021-09-06-2021-W36.md","2021-09-06","Wolfram Qin",NA,"name:wolfram qin","Wolfram Qin"
"2021-09-13-2021-W37.md","2021-09-13","Colin Fay","https://colinfay.me","host:colinfay.me","Colin Fay"
"2021-09-20-2021-W38.md","2021-09-20","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2021-09-27-2021-W39.md","2021-09-27","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2021-10-04-2021-W40.md","2021-10-04","Jonathan Carroll","https://twitter.com/carroll_jono","twitter:carroll_jono","Jonathan Carroll"
"2021-10-11-2021-W41.md","2021-10-11","Eric Nantz","https://twitter.com/thercast","twitter:thercast","Eric Nantz"
"2021-10-18-2021-W42.md","2021-10-18","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2021-10-25-2021-W43.md","2021-10-25","Kelly Bodwin","https://twitter.com/KellyBodwin","twitter:kellybodwin","Kelly Bodwin"
"2021-11-01-2021-W44.md","2021-11-01","Wolfram Qin",NA,"name:wolfram qin","Wolfram Qin"
"2021-11-08-2021-W45.md","2021-11-08","Miles McBain","https://milesmcbain.com","host:milesmcbain.com","Miles McBain"
"2021-11-15-2021-W46.md","2021-11-15","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2021-11-25-2021-W47.md","2021-11-25","Wolfram Qin",NA,"name:wolfram qin","Wolfram Qin"
"2021-11-29-2021-W48.md","2021-11-29","Colin Fay","https://colinfay.me/","host:colinfay.me","Colin Fay"
"2021-12-08-2021-W49.md","2021-12-08","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2021-12-08-2021-W50.md","2021-12-08","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2022-03-28-2022-W13.md","2022-03-28","Ryo","https://github.com/Ryo-N7","github:ryo-n7","Ryo Nakagawara"
"2022-03-28-2022-W13.md","2022-03-28","Batool","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2022-04-04-2022-W14.md","2022-04-04","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2022-04-11-2022-W15.md","2022-04-11","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2022-04-17-2022-W16.md","2022-04-17","Tony Elhabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2022-04-25-2022-W17.md","2022-04-25","Jonathan Carroll","https://twitter.com/carroll_jono","twitter:carroll_jono","Jonathan Carroll"
"2022-05-02-2022-W18.md","2022-05-02","Eric Nantz","https://twitter.com/thercast","twitter:thercast","Eric Nantz"
"2022-05-09-2022-W19.md","2022-05-09","Colin Fay","https://colinfay.me/","host:colinfay.me","Colin Fay"
"2022-05-16-2022-W20.md","2022-05-16","Kelly Bodwin","www.kelly-bodwin.com","host:kelly-bodwin.com","Kelly Bodwin"
"2022-05-23-2022-W21.md","2022-05-23","Eric Nantz","https://r-podcast.org","host:r-podcast.org","Eric Nantz"
"2022-05-31-2022-W22.md","2022-05-31","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2022-06-06-2022-W23.md","2022-06-06","Sam Parmar","https://github.com/parmsam","github:parmsam","Sam Parmar"
"2022-06-13-2022-W24.md","2022-06-13","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2022-06-20-2022-W25.md","2022-06-20","Colin","https://colinfay.me","host:colinfay.me","Colin Fay"
"2022-06-27-2022-W26.md","2022-06-27","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2022-07-04-2022-W27.md","2022-07-04","Tony ElHabr","@TonyElHabr","host:@tonyelhabr","Tony ElHabr"
"2022-07-10-2022-W28.md","2022-07-10","Jonathan Carroll","https://twitter.com/carroll_jono","twitter:carroll_jono","Jonathan Carroll"
"2022-07-18-2022-W29.md","2022-07-18","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2022-07-25-2022-W30.md","2022-07-25","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2022-08-01-2022-W31.md","2022-08-01","Kelly Bodwin","www.twitter.com/KellyBodwin","twitter:kellybodwin","Kelly Bodwin"
"2022-08-08-2022-W32.md","2022-08-08","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2022-08-15-2022-W33.md","2022-08-15","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2022-08-22-2022-W34.md","2022-08-22","Sam Parmar","https://www.github.com/parmsam","github:parmsam","Sam Parmar"
"2022-08-29-2022-W35.md","2022-08-29","Batool Almarzouq","https://batool-almarzouq.netlify.app/","host:batool-almarzouq.netlify.app","Batool Almarzouq"
"2022-09-05-2022-W36.md","2022-09-05","Miles McBain","https://twitter.com/MilesMcBain","twitter:milesmcbain","Miles McBain"
"2022-09-12-2022-W37.md","2022-09-12","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2022-09-19-2022-W38.md","2022-09-19","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2022-09-26-2022-W39.md","2022-09-26","Jonathan Carroll","https://twitter.com/carroll_jono","twitter:carroll_jono","Jonathan Carroll"
"2022-10-03-2022-W40.md","2022-10-03","Eric Nantz","https://shinydevseries.com","host:shinydevseries.com","Eric Nantz"
"2022-10-10-2022-W41.md","2022-10-10","Colin Fay","https://twitter.com/_ColinFay","twitter:_colinfay","Colin Fay"
"2022-10-17-2022-W42.md","2022-10-17","Kelly Bodwin","twitter.com/KellyBodwin","twitter:kellybodwin","Kelly Bodwin"
"2022-10-31-2022-W44.md","2022-10-31","Sam Parmar","https://www.github.com/parmsam","github:parmsam","Sam Parmar"
"2022-11-07-2022-W45.md","2022-11-07","Batool Almarzouq","https://batool-almarzouq.netlify.app/","host:batool-almarzouq.netlify.app","Batool Almarzouq"
"2022-11-14-2022-W46.md","2022-11-14","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2022-11-21-2022-W47.md","2022-11-21","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2022-11-28-2022-W48.md","2022-11-28","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2022-12-05-2022-W49.md","2022-12-05","Jonathan Carroll","https://fosstodon.org/@jonocarroll","masto:jonocarroll","Jonathan Carroll"
"2022-12-12-2022-W50.md","2022-12-12","Eric Nantz","https://podcastindex.social/@rpodcast","masto:rpodcast","Eric Nantz"
"2022-12-19-2022-W51.md","2022-12-19","Colin Fay","https://colinfay.me/","host:colinfay.me","Colin Fay"
"2023-01-02-2023-W01.md","2023-01-02","Kelly Bodwin","https://mastodon.cloud/@kellybodwin","masto:kellybodwin","Kelly Bodwin"
"2023-01-09-2023-W02.md","2023-01-09","Sam Parmar","www.github.com/parmsam","github:parmsam","Sam Parmar"
"2023-01-16-2023-W03.md","2023-01-16","Batool Almarzouq","https://batool-almarzouq.netlify.app/","host:batool-almarzouq.netlify.app","Batool Almarzouq"
"2023-01-23-2023-W04.md","2023-01-23","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2023-01-30-2023-W05.md","2023-01-30","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2023-02-06-2023-W06.md","2023-02-06","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2023-02-13-2023-W07.md","2023-02-13","Jonathan Carroll","https://fosstodon.org/@jonocarroll","masto:jonocarroll","Jonathan Carroll"
"2023-02-20-2023-W08.md","2023-02-20","Eric Nantz","https://podcastindex.social/@rpodcast","masto:rpodcast","Eric Nantz"
"2023-02-27-2023-W09.md","2023-02-27","Colin Fay","https://colinfay.me","host:colinfay.me","Colin Fay"
"2023-03-06-2023-W10.md","2023-03-06","Kelly Bodwin","https://www.twitter.com/KellyBodwin","twitter:kellybodwin","Kelly Bodwin"
"2023-03-06-2023-W10.md","2023-03-06","Emily Robinson","https://www.twitter.com/emilyrobinson_a","twitter:emilyrobinson_a","Emily Robinson"
"2023-03-13-2023-W11.md","2023-03-13","Sam Parmar","https://github.com/parmsam","github:parmsam","Sam Parmar"
"2023-03-21-2023-W12.md","2023-03-21","Batool Almarzouq","https://twitter.com/batool664","twitter:batool664","Batool Almarzouq"
"2023-03-27-2023-W13.md","2023-03-27","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2023-04-03-2023-W14.md","2023-04-03","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2023-04-10-2023-W15.md","2023-04-10","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2023-04-17-2023-W16.md","2023-04-17","Jonathan Carroll","https://fosstodon.org/@jonocarroll","masto:jonocarroll","Jonathan Carroll"
"2023-04-24-2023-W17.md","2023-04-24","Eric Nantz","https://podcastindex.social/@rpodcast","masto:rpodcast","Eric Nantz"
"2023-05-02-2023-W18.md","2023-05-02","Colin Fay","https://colinfay.me/","host:colinfay.me","Colin Fay"
"2023-05-15-2023-W20.md","2023-05-15","Sam Parmar","https://github.com/parmsam","github:parmsam","Sam Parmar"
"2023-05-22-2023-W21.md","2023-05-22","Batool Almarzouq","https://github.com/BatoolMM","github:batoolmm","Batool Almarzouq"
"2023-05-29-2023-W22.md","2023-05-29","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2023-06-05-2023-W23.md","2023-06-05","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2023-06-11-2023-W24.md","2023-06-11","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
"2023-06-19-2023-W25.md","2023-06-19","Jonathan Carroll","https://fosstodon.org/@jonocarroll","masto:jonocarroll","Jonathan Carroll"
"2023-06-26-2023-W26.md","2023-06-26","Colin Fay","https://twitter.com/_ColinFay","twitter:_colinfay","Colin Fay"
"2023-07-03-2023-W27.md","2023-07-03","Sam Parmar","https://github.com/parmsam","github:parmsam","Sam Parmar"
"2023-07-17-2023-W29.md","2023-07-17","Eric Nantz","https://shinydevseries.com","host:shinydevseries.com","Eric Nantz"
"2023-07-24-2023-W30.md","2023-07-24","Batool Almarzouq","https://batool-almarzouq.netlify.app/","host:batool-almarzouq.netlify.app","Batool Almarzouq"
"2023-07-30-2023-W31.md","2023-07-30","Tony ElHabr","https://tonyelhabr.rbind.io/","host:tonyelhabr.rbind.io","Tony ElHabr"
"2023-08-07-2023-W32.md","2023-08-07","Jon Calder","https://twitter.com/jonmcalder","twitter:jonmcalder","Jon Calder"
"2023-08-14-2023-W33.md","2023-08-14","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2023-08-21-2023-W34.md","2023-08-21","Jonathan Carroll","https://fosstodon.org/@jonocarroll","masto:jonocarroll","Jonathan Carroll"
"2023-08-28-2023-W35.md","2023-08-28","Eric Nantz","https://podcastindex.social/@rpodcast","masto:rpodcast","Eric Nantz"
"2023-09-04-2023-W36.md","2023-09-04","Colin Fay","https://colinfay.me","host:colinfay.me","Colin Fay"
"2023-09-11-2023-W37.md","2023-09-11","Jonathan Carroll","https://fosstodon.org/@jonocarroll","masto:jonocarroll","Jonathan Carroll"
"2023-09-18-2023-W38.md","2023-09-18","Sam Parmar","https://github.com/parmsam","github:parmsam","Sam Parmar"
"2023-09-25-2023-W39.md","2023-09-25","Batool Almarzouq","https://batool-almarzouq.netlify.app/","host:batool-almarzouq.netlify.app","Batool Almarzouq"
"2023-10-02-2023-W40.md","2023-10-02","Ryo Nakagawara","https://twitter.com/R_by_Ryo","twitter:r_by_ryo","Ryo Nakagawara"
"2023-10-09-2023-W41.md","2023-10-09","Jon Calder","https://joncalder.co.za/","host:joncalder.co.za","Jon Calder"
"2023-10-16-2023-W42.md","2023-10-16","Tony ElHabr","https://twitter.com/TonyElHabr","twitter:tonyelhabr","Tony ElHabr"
